artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Sabrina Carpenter,03B2SfXuvDh1m9F4tqrX07,Skin,0.557,0.457,7,-5.372,1,0.0335,0.428,0.0,0.0567,0.328,105.918,80,"['dance pop', 'pop', 'post-teen pop']",67,"[""['dance"", ""pop',"", ""'pop',"", ""'post-teen"", ""pop']""]",low,Neutral
Tesher,6FvSS3Goz7OC8oCC2eWqe8,Jalebi Baby (Tesher x Jason Derulo),0.691,0.829,0,-7.179,1,0.0412,0.0289,0.0,0.254,0.866,93.059,60,[],71,['[]'],low,Neutral
Avicii,0ct6r3EGTcMLPtrXHDvVjc,The Nights,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,82,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",86,"[""['dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'pop"", ""rap']""]",low,Neutral
Jawsh 685,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,63,['nz pop'],75,"[""['nz"", ""pop']""]",high,Positive
Dua Lipa,5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,88,"['dance pop', 'pop', 'uk pop']",84,"[""['dance"", ""pop',"", ""'pop',"", ""'uk"", ""pop']""]",low,Neutral
Maroon 5,4cktbXiXOapiLBMprHFErI,Memories,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,86,['pop'],83,"[""['pop']""]",low,Neutral
Lil Nas X,67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,81,"['lgbtq+ hip hop', 'pop']",76,"[""['lgbtq+"", 'hip', ""hop',"", ""'pop']""]",low,Neutral
Internet Money,02kDW379Yfd5PzW5A6vuGt,Lemonade,0.799,0.66,1,-6.153,0,0.079,0.256,0.0,0.111,0.471,140.04,72,"['pop rap', 'rap', 'trap']",74,"[""['pop"", ""rap',"", ""'rap',"", ""'trap']""]",low,Neutral
NEFFEX,61RsA1VPJu0JFVsxMxwW6b,Careless,0.711,0.545,10,-8.401,1,0.11,0.085,0.0,0.095,0.44,74.996,74,[],60,['[]'],high,Negative
Justin Bieber,364dI1bYnvamSnBJ8JcNzN,Intentions,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,91,"['canadian pop', 'pop']",72,"[""['canadian"", ""pop',"", ""'pop']""]",low,Neutral
Marshmello,12mGwph2YzDIlChtq3EdXP,Alone,0.636,0.953,2,-3.74,1,0.0353,0.0244,0.0164,0.108,0.397,142.011,85,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",16,"[""['brostep',"", ""'dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'progressive"", 'electro', ""house']""]",low,Neutral
Charlie Puth,4iLqG9SeJSnt0cSPICSjxv,Attention,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,83,"['dance pop', 'pop', 'viral pop']",0,"[""['dance"", ""pop',"", ""'pop',"", ""'viral"", ""pop']""]",low,Neutral
SHAED,1iQDltZqI7BXnHrFy4Qo1k,Trampoline (with ZAYN),0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,61,"['electropop', 'pop']",69,"[""['electropop',"", ""'pop']""]",low,Neutral
Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,75,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance', 'uk funky']",75,"[""['dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'pop"", ""rap',"", ""'tropical"", ""house',"", ""'uk"", ""dance',"", ""'uk"", ""funky']""]",low,Neutral
24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,73,"['cali rap', 'pop', 'pop rap', 'rap']",82,"[""['cali"", ""rap',"", ""'pop',"", ""'pop"", ""rap',"", ""'rap']""]",low,Neutral
Jason Derulo,59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,80,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",76,"[""['dance"", ""pop',"", ""'pop',"", ""'pop"", ""rap',"", ""'post-teen"", ""pop']""]",low,Neutral
BTS,4saklk6nie3yiGePpBwUoc,Dynamite,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,91,"['k-pop', 'k-pop boy group']",10,"[""['k-pop',"", ""'k-pop"", 'boy', ""group']""]",low,Neutral
Mark Ronson,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,76,"['dance pop', 'pop']",83,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral
DJ Snake,3dsyqPDiWYYilRZNBxgxHE,Magenta Riddim,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,78,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",63,"[""['dance"", ""pop',"", ""'edm',"", ""'electronic"", ""trap',"", ""'pop',"", ""'pop"", ""dance',"", ""'pop"", ""rap']""]",low,Neutral
Lauv,09PGubKAMryhOWv1LHpCYz,"fuck, i'm lonely",0.809,0.547,9,-7.304,1,0.0609,0.46,0.0,0.0543,0.717,95.012,78,"['dance pop', 'pop']",20,"[""['dance"", ""pop',"", ""'pop']""]",high,Negative
Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,Thunder,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,89,"['modern rock', 'rock']",86,"[""['modern"", ""rock',"", ""'rock']""]",low,Neutral
J Balvin,4ipnJyDU3Lq15qBAYNqlqK,Mi Gente,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,88,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",69,"[""['reggaeton',"", ""'reggaeton"", ""colombiano',"", ""'urbano"", ""latino']""]",low,Neutral
Harry Styles,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,90,['pop'],89,"[""['pop']""]",low,Neutral
Camila Cabello,3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,82,"['dance pop', 'pop', 'post-teen pop']",75,"[""['dance"", ""pop',"", ""'pop',"", ""'post-teen"", ""pop']""]",low,Neutral
Justin Bieber,16wAOAZ2OkqoIDN7TpChjR,Yummy,0.676,0.506,9,-6.652,0,0.0958,0.345,0.0,0.118,0.497,145.842,91,"['canadian pop', 'pop']",69,"[""['canadian"", ""pop',"", ""'pop']""]",low,Neutral
Deep Chills,1oIdcFtf58sZbS7QyZQJ2P,Run Free,0.727,0.69,7,-4.559,1,0.0345,0.202,3.27e-06,0.414,0.699,100.002,61,"['deep tropical house', 'new french touch', 'pop dance', 'pop edm', 'tropical house']",65,"[""['deep"", 'tropical', ""house',"", ""'new"", 'french', ""touch',"", ""'pop"", ""dance',"", ""'pop"", ""edm',"", ""'tropical"", ""house']""]",high,Positive
HRVY,3wuR0YSNdT9rgWfFi1lctv,Million Ways,0.645,0.803,6,-4.819,1,0.034,0.0312,0.0,0.13,0.471,106.03,66,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'social media pop', 'tropical house']",60,"[""['dance"", ""pop',"", ""'pop',"", ""'pop"", ""dance',"", ""'post-teen"", ""pop',"", ""'social"", 'media', ""pop',"", ""'tropical"", ""house']""]",low,Neutral
Jonas Brothers,22vgEDb5hykfaTwLuskFGD,Sucker,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,77,"['boy band', 'dance pop', 'pop', 'post-teen pop']",81,"[""['boy"", ""band',"", ""'dance"", ""pop',"", ""'pop',"", ""'post-teen"", ""pop']""]",high,Negative
Tones And I,1rgnBhdG2JDFTbYkYRZAku,Dance Monkey,0.826,0.593,6,-6.401,0,0.0976,0.688,0.000161,0.17,0.541,98.083,72,"['australian pop', 'dance pop', 'pop']",63,"[""['australian"", ""pop',"", ""'dance"", ""pop',"", ""'pop']""]",low,Negative
Marshmello,5icOoE6VgqFKohjWWNp0Ac,Here With Me,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,85,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",75,"[""['brostep',"", ""'dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'progressive"", 'electro', ""house']""]",low,Neutral
Ed Sheeran,4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,92,"['pop', 'uk pop']",74,"[""['pop',"", ""'uk"", ""pop']""]",high,Positive
Alan Walker,2DGa7iaidT5s0qnINlwMjJ,The Spectre,0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,81,['electro house'],72,"[""['electro"", ""house']""]",low,Neutral
Alan Walker,1jLsirPDkUS2g4gnkYua58,Ignite,0.681,0.864,8,-4.3,0,0.116,0.0208,3.98e-06,0.192,0.479,90.008,81,['electro house'],70,"[""['electro"", ""house']""]",low,Neutral
Maroon 5,7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B) - Cardi B Version,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,86,['pop'],74,"[""['pop']""]",low,Neutral
The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",91,"[""['canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'pop']""]",low,Neutral
DaBaby,7ytR5pFWmSjzHJIeQkgog4,ROCKSTAR (feat. Roddy Ricch),0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,82,"['north carolina hip hop', 'rap', 'trap']",78,"[""['north"", 'carolina', 'hip', ""hop',"", ""'rap',"", ""'trap']""]",low,Neutral
Trevor Daniel,2rRJrJEo19S2J82BDsQ3F7,Falling,0.784,0.43,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.087,68,"['melodic rap', 'pop', 'pop rap']",7,"[""['melodic"", ""rap',"", ""'pop',"", ""'pop"", ""rap']""]",low,Neutral
Doja Cat,78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,87,"['dance pop', 'pop']",79,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral
Surf Mesa,62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,63,['tropical house'],76,"[""['tropical"", ""house']""]",high,Positive
Jack Harlow,1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,81,"['deep underground hip hop', 'kentucky hip hop', 'pop', 'rap']",76,"[""['deep"", 'underground', 'hip', ""hop',"", ""'kentucky"", 'hip', ""hop',"", ""'pop',"", ""'rap']""]",low,Neutral
Harry Styles,3jjujdWJ72nww5eGnfs2E7,Adore You,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,90,['pop'],85,"[""['pop']""]",low,Neutral
Dua Lipa,3PfIrDoz19wz7qK7tYeu62,Don't Start Now,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,88,"['dance pop', 'pop', 'uk pop']",83,"[""['dance"", ""pop',"", ""'pop',"", ""'uk"", ""pop']""]",low,Neutral
Måneskin,3Wrjm47oTz2sjIgck11l5e,Beggin',0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,82,"['indie rock italiano', 'italian pop']",85,"[""['indie"", 'rock', ""italiano',"", ""'italian"", ""pop']""]",low,Neutral
Lil Nas X,27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,81,"['lgbtq+ hip hop', 'pop']",83,"[""['lgbtq+"", 'hip', ""hop',"", ""'pop']""]",low,Neutral
Lizzo,6KgtcmCF9Ky68XC7ezxl3s,Rumors (feat. Cardi B),0.827,0.731,4,-5.524,0,0.088,0.13,0.0,0.418,0.607,118.992,80,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",70,"[""['dance"", ""pop',"", ""'escape"", ""room',"", ""'minnesota"", 'hip', ""hop',"", ""'pop',"", ""'trap"", ""queen']""]",low,Neutral
Blxst,1dIWPXMX4kRHj6Dt2DStUQ,Chosen (feat. Ty Dolla $ign),0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,72,"['pop rap', 'westcoast flow']",74,"[""['pop"", ""rap',"", ""'westcoast"", ""flow']""]",low,Neutral
BTS,0LThjFY2iTtNdd4wviwVV2,Permission to Dance,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,91,"['k-pop', 'k-pop boy group']",3,"[""['k-pop',"", ""'k-pop"", 'boy', ""group']""]",low,Neutral
BTS,3VqeTFIvhxu3DIe4eZVzGq,Butter,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,91,"['k-pop', 'k-pop boy group']",1,"[""['k-pop',"", ""'k-pop"", 'boy', ""group']""]",low,Neutral
Masked Wolf,3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,68,['australian hip hop'],77,"[""['australian"", 'hip', ""hop']""]",low,Neutral
Lucifer Cast,57oieDnImp8UyezEamOZjb,"Another One Bites the Dust (feat. Tom Ellis, Aimee Garcia & Kevin Alejandro)",0.858,0.341,9,-12.1,1,0.31,0.0534,2.11e-05,0.128,0.681,112.747,49,[],39,['[]'],low,Neutral
Cartoon,4B2kkxg3wKSTZw5JPaUtzQ,On & On,0.458,0.696,11,-4.742,1,0.0402,0.285,0.0,0.123,0.418,174.141,63,['gaming edm'],2,"[""['gaming"", ""edm']""]",low,Neutral
Marshmello,3QNG9RhD93ypeMp3DUmkaO,Be Kind (with Halsey) [Surf Mesa Remix],0.684,0.677,4,-5.398,1,0.0426,0.0305,0.0,0.093,0.494,113.12,85,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",55,"[""['brostep',"", ""'dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'progressive"", 'electro', ""house']""]",high,Positive
Marshmello,6VrCmhRBFnuGKmtNfk4jDs,Spotlight,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,85,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",72,"[""['brostep',"", ""'dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'progressive"", 'electro', ""house']""]",low,Neutral
Marshmello,29Dvkvp7Wgd1VJdDvVJlvf,Crusade,0.618,0.98,9,-0.842,0,0.0777,0.0266,0.516,0.328,0.488,140.003,85,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",56,"[""['brostep',"", ""'dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'progressive"", 'electro', ""house']""]",low,Neutral
5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,Youngblood,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,79,"['boy band', 'dance pop', 'pop', 'post-teen pop']",81,"[""['boy"", ""band',"", ""'dance"", ""pop',"", ""'pop',"", ""'post-teen"", ""pop']""]",low,Neutral
Post Malone,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,89,"['dfw rap', 'melodic rap', 'rap']",82,"[""['dfw"", ""rap',"", ""'melodic"", ""rap',"", ""'rap']""]",low,Neutral
Shawn Mendes,6v3KW9xbzN5yKLt9YKDYA2,Señorita,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,85,"['canadian pop', 'dance pop', 'pop', 'viral pop']",81,"[""['canadian"", ""pop',"", ""'dance"", ""pop',"", ""'pop',"", ""'viral"", ""pop']""]",low,Neutral
One Direction,2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,86,"['boy band', 'pop', 'post-teen pop', 'talent show']",80,"[""['boy"", ""band',"", ""'pop',"", ""'post-teen"", ""pop',"", ""'talent"", ""show']""]",low,Negative
DJ Snake,4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,78,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",77,"[""['dance"", ""pop',"", ""'edm',"", ""'electronic"", ""trap',"", ""'pop',"", ""'pop"", ""dance',"", ""'pop"", ""rap']""]",low,Neutral
Deep Chills,6NLrBgDzIsp3qiOhz2Kpzo,Mykonos,0.671,0.89,8,-4.981,0,0.0371,0.038,0.914,0.215,0.317,124.011,61,"['deep tropical house', 'new french touch', 'pop dance', 'pop edm', 'tropical house']",44,"[""['deep"", 'tropical', ""house',"", ""'new"", 'french', ""touch',"", ""'pop"", ""dance',"", ""'pop"", ""edm',"", ""'tropical"", ""house']""]",low,Neutral
Deep Chills,5fJX0XsZwvAtiE5M6tUF1y,Stay Yours,0.551,0.482,1,-6.404,1,0.242,0.652,0.0,0.18,0.628,200.116,61,"['deep tropical house', 'new french touch', 'pop dance', 'pop edm', 'tropical house']",56,"[""['deep"", 'tropical', ""house',"", ""'new"", 'french', ""touch',"", ""'pop"", ""dance',"", ""'pop"", ""edm',"", ""'tropical"", ""house']""]",low,Neutral
Survivor,2HHtWyy5CgaQbC7XSoOb0e,Eye of the Tiger,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,69,"['album rock', 'hard rock', 'rock', 'soft rock']",76,"[""['album"", ""rock',"", ""'hard"", ""rock',"", ""'rock',"", ""'soft"", ""rock']""]",low,Neutral
Lost Frequencies,3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,78,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",86,"[""['belgian"", ""edm',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'tropical"", ""house']""]",low,Neutral
Cartoon,5NmENli4oodYuWrI0vSGK4,Why We Lose,0.424,0.921,4,-3.174,0,0.0427,0.00118,0.00817,0.328,0.0973,174.986,63,['gaming edm'],0,"[""['gaming"", ""edm']""]",low,Neutral
Camila Cabello,073ILU1C3APNRGF66VhtyA,Liar,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,82,"['dance pop', 'pop', 'post-teen pop']",66,"[""['dance"", ""pop',"", ""'pop',"", ""'post-teen"", ""pop']""]",low,Neutral
Siine,6wQYKyGePaqstYov2C1S5b,C'est La Vie (Explicit Version),0.839,0.613,2,-6.457,1,0.0463,0.0383,0.0,0.323,0.667,125.011,48,"['pop edm', 'scandipop']",50,"[""['pop"", ""edm',"", ""'scandipop']""]",low,Neutral
LUM!X,0YU17F0BlVXvmx5ytsR43w,Monster,0.83,0.794,8,-6.279,0,0.432,0.0253,0.0248,0.106,0.607,128.16,71,"['melbourne bounce international', 'slap house']",71,"[""['melbourne"", 'bounce', ""international',"", ""'slap"", ""house']""]",low,Neutral
All Time Low,50DMJJpAeQv4fIpxZvQz2e,Monsters (feat. Demi Lovato and blackbear),0.51,0.787,0,-3.712,0,0.0529,0.0137,0.0,0.368,0.793,162.092,72,"['modern rock', 'pop punk', 'rock']",65,"[""['modern"", ""rock',"", ""'pop"", ""punk',"", ""'rock']""]",low,Neutral
Beyond The Guitar,2rYPa5YSuCbxVIOo9yFFIA,"He's A Pirate (From ""Pirates of the Caribbean"")",0.557,0.454,2,-7.613,0,0.0994,0.881,0.889,0.0983,0.381,101.806,41,['instrumental acoustic guitar'],0,"[""['instrumental"", 'acoustic', ""guitar']""]",low,Neutral
The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,83,"['australian hip hop', 'pop']",86,"[""['australian"", 'hip', ""hop',"", ""'pop']""]",low,Neutral
Katy Perry,6F5c58TMEs1byxUstkzVeM,Roar,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,85,"['dance pop', 'pop']",73,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral
Katy Perry,4lCv7b86sLynZbXhfScfm2,Firework,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,85,"['dance pop', 'pop']",71,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral
GAYLE,4fouWK6XVHhzl78KzQ1UjL,abcdefu,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,69,['modern alternative pop'],84,"[""['modern"", 'alternative', ""pop']""]",low,Neutral
Lost Frequencies,4255amV4enzl28KAn16rUO,Are You With Me,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.393,121.02,78,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",75,"[""['belgian"", ""edm',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'tropical"", ""house']""]",low,Neutral
Glass Animals,3USxtqRwSYz57Ewm6wWRMp,Heat Waves,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,78,"['gauze pop', 'indietronica', 'shiver pop']",80,"[""['gauze"", ""pop',"", ""'indietronica',"", ""'shiver"", ""pop']""]",low,Neutral
G-Eazy,5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,76,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",77,"[""['hip"", ""hop',"", ""'indie"", 'pop', ""rap',"", ""'oakland"", 'hip', ""hop',"", ""'pop',"", ""'pop"", ""rap',"", ""'rap']""]",low,Neutral
Alan Walker,3BomnHfqKZCdPJC9bkGBjE,On My Way,0.522,0.697,1,-5.288,0,0.103,0.0291,0.0,0.319,0.235,169.775,81,['electro house'],69,"[""['electro"", ""house']""]",low,Neutral
Sabrina Carpenter,6WC5fhc9XMaCrUNKNjm9xE,Thumbs,0.73,0.718,8,-3.496,1,0.0478,0.0284,0.0,0.0892,0.127,135.045,80,"['dance pop', 'pop', 'post-teen pop']",72,"[""['dance"", ""pop',"", ""'pop',"", ""'post-teen"", ""pop']""]",low,Neutral
The Kid LAROI,27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,83,"['australian hip hop', 'pop']",51,"[""['australian"", 'hip', ""hop',"", ""'pop']""]",low,Neutral
Camila Cabello,2ogKhhoMClkFXek7ZgxAhN,Shameless,0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,82,"['dance pop', 'pop', 'post-teen pop']",80,"[""['dance"", ""pop',"", ""'pop',"", ""'post-teen"", ""pop']""]",low,Neutral
Lil Dicky,7lakl3bPRdQqUGX9m755jX,Earth,0.694,0.664,2,-4.649,1,0.05,0.639,0.0,0.0929,0.676,95.941,62,"['comedy rap', 'pop rap', 'rap']",39,"[""['comedy"", ""rap',"", ""'pop"", ""rap',"", ""'rap']""]",low,Neutral
Justin Bieber,6I3mqTwhRpn34SLVafSH7G,Ghost,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,91,"['canadian pop', 'pop']",88,"[""['canadian"", ""pop',"", ""'pop']""]",low,Neutral
Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,91,"['canadian pop', 'pop']",84,"[""['canadian"", ""pop',"", ""'pop']""]",low,Neutral
Pascal Letoublon,0ztqey3VhIZ3WINFu8kCo1,Friendships,0.726,0.78,11,-6.312,0,0.0414,0.137,0.914,0.0985,0.0742,119.984,61,['groove room'],68,"[""['groove"", ""room']""]",low,Neutral
Marshmello,10xV5l9nhLvFpR8mqzs0bL,Numb,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,85,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",83,"[""['brostep',"", ""'dance"", ""pop',"", ""'edm',"", ""'pop',"", ""'pop"", ""dance',"", ""'progressive"", 'electro', ""house']""]",high,Negative
Jason Derulo,3eJH2nAjvNXdmPfBkALiPZ,Acapulco,0.774,0.792,10,-4.021,1,0.0523,0.051,0.0,0.155,0.507,122.062,80,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",79,"[""['dance"", ""pop',"", ""'pop',"", ""'pop"", ""rap',"", ""'post-teen"", ""pop']""]",low,Neutral
Amber Run,5zT5cMnMKoyruPj13TQXGx,I Found,0.567,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,60,"['indie anthem-folk', 'indie folk']",73,"[""['indie"", ""anthem-folk',"", ""'indie"", ""folk']""]",low,Neutral
JISOO,69CrOS7vEHIrhC2ILyEi0s,FLOWER,0.841,0.384,9,-7.684,0,0.0351,0.0236,2.28e-06,0.0735,0.597,123.961,75,[],82,['[]'],low,Neutral
TWICE,4OtVQ2ZxS7yigIjGz5yKg1,SET ME FREE,0.756,0.831,5,-2.536,0,0.141,0.0966,0.0,0.0499,0.703,113.025,83,"['k-pop', 'k-pop girl group']",81,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",high,Positive
FIFTY FIFTY,3Kw7zkALCVxY4wmlnh2IWC,Cupid - Twin Ver.,0.782,0.587,11,-8.3,0,0.0324,0.428,1.85e-06,0.337,0.76,120.041,77,[],87,['[]'],low,Neutral
NewJeans,65FftemJ1DbbZ45DUfHJXE,OMG,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,84,"['k-pop', 'k-pop girl group']",93,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
