artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Becky G,3DmW6y7wTEYHJZlLo1r6XJ,Shower,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,80,"['dance pop', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']",77,"[""['dance"", ""pop',"", ""'latin"", ""pop',"", ""'latin"", 'viral', ""pop',"", ""'pop',"", ""'rap"", ""latina',"", ""'reggaeton']""]",low,Neutral
SHAUN,1ZLrDPgR7mvuTco3rQK8Pk,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943,62,['k-pop'],72,"[""['k-pop']""]",low,Neutral
Taylor Swift,1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,100,['pop'],81,"[""['pop']""]",low,Neutral
Katy Perry,3oHNJECGN3bBoGXejlw2b1,Last Friday Night (T.G.I.F.),0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,85,"['dance pop', 'pop']",76,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral
Taylor Swift,1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,100,['pop'],86,"[""['pop']""]",low,Neutral
Taylor Swift,1D4PL9B8gOg78jiHg3FvBb,Love Story,0.617,0.741,2,-3.97,1,0.0311,0.131,0.0,0.0772,0.306,118.984,100,['pop'],77,"[""['pop']""]",high,Positive
Billie Eilish,3yNZ5r3LKfdmjoS3gkhUCT,bad guy (with Justin Bieber),0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,89,"['art pop', 'electropop', 'pop']",67,"[""['art"", ""pop',"", ""'electropop',"", ""'pop']""]",high,Negative
Fifth Harmony,41Fflg7qHiVOD6dEPvsCzO,Worth It (feat. Kid Ink),0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,70,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",74,"[""['dance"", ""pop',"", ""'girl"", ""group',"", ""'pop',"", ""'post-teen"", ""pop',"", ""'talent"", ""show']""]",low,Positive
Ava Max,4fkM7M4Uo5AUASnnsRC7EZ,Not Your Barbie Girl,0.745,0.642,6,-4.138,0,0.0506,0.103,0.0,0.0335,0.35,120.063,82,"['dance pop', 'pop']",67,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral
Ellie Goulding,3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,82,"['dance pop', 'edm', 'indietronica', 'metropopolis', 'pop', 'uk pop']",79,"[""['dance"", ""pop',"", ""'edm',"", ""'indietronica',"", ""'metropopolis',"", ""'pop',"", ""'uk"", ""pop']""]",high,Positive
Shakira,2Cd9iWfcOpGDHLz6tVA3G4,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,92,"['colombian pop', 'dance pop', 'latin pop']",41,"[""['colombian"", ""pop',"", ""'dance"", ""pop',"", ""'latin"", ""pop']""]",low,Neutral
Charlie Puth,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,83,"['dance pop', 'pop', 'viral pop']",83,"[""['dance"", ""pop',"", ""'pop',"", ""'viral"", ""pop']""]",low,Neutral
Alessia Cara,42ydLwx4i5V49RXHOozJZq,Scars To Your Beautiful,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,75,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",74,"[""['canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'dance"", ""pop',"", ""'pop',"", ""'post-teen"", ""pop']""]",high,Positive
Sub Urban,18A7ha5BitZjmdHTCwXFbU,Cradles,0.581,0.585,1,-1.87,1,0.369,0.27,6.48e-05,0.179,0.63,67.443,68,['modern indie pop'],5,"[""['modern"", 'indie', ""pop']""]",low,Neutral
Ava Max,7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,82,"['dance pop', 'pop']",81,"[""['dance"", ""pop',"", ""'pop']""]",high,Positive
Ava Max,7a53HqqArd4b9NF4XAmlbI,Kings & Queens,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,82,"['dance pop', 'pop']",81,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral
Bella Poarch,7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,67,['modern alternative pop'],74,"[""['modern"", 'alternative', ""pop']""]",low,Neutral
Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,Believer,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,89,"['modern rock', 'rock']",88,"[""['modern"", ""rock',"", ""'rock']""]",low,Neutral
Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,Woman,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,87,"['dance pop', 'pop']",86,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral
Cardi B,1XXimziG1uhM0eDNCZCrUl,Up,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,81,"['dance pop', 'pop', 'rap']",72,"[""['dance"", ""pop',"", ""'pop',"", ""'rap']""]",low,Neutral
Adele,46IZ0fSY2mpAiktS3KOqds,Easy On Me,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,87,"['british soul', 'pop', 'pop soul', 'uk pop']",83,"[""['british"", ""soul',"", ""'pop',"", ""'pop"", ""soul',"", ""'uk"", ""pop']""]",high,Positive
Imagine Dragons,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,89,"['modern rock', 'rock']",83,"[""['modern"", ""rock',"", ""'rock']""]",low,Neutral
Elton John,7rglLriMNBPAyuJOMGwi39,Cold Heart - PNAU Remix,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,84,"['glam rock', 'mellow gold', 'piano rock']",71,"[""['glam"", ""rock',"", ""'mellow"", ""gold',"", ""'piano"", ""rock']""]",high,Negative
The Weeknd,1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",78,"[""['canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'pop']""]",low,Neutral
Ed Sheeran,50nfwKoDiSYg8zOCREWAm5,Shivers,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,92,"['pop', 'uk pop']",87,"[""['pop',"", ""'uk"", ""pop']""]",low,Neutral
ACRAZE,20on25jryn53hWghthWWW3,Do It To It,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,70,"['covertronica', 'dance pop', 'edm', 'pop dance', 'tropical house']",82,"[""['covertronica',"", ""'dance"", ""pop',"", ""'edm',"", ""'pop"", ""dance',"", ""'tropical"", ""house']""]",low,Neutral
Carolina Gaitán - La Gaita,52xJxFP6TqMuO4Yt0eOkMz,We Don't Talk About Bruno,0.577,0.45,0,-8.516,0,0.0834,0.357,0.0,0.111,0.83,205.863,61,['latin viral pop'],77,"[""['latin"", 'viral', ""pop']""]",low,Neutral
Farruko,2B4GHvToeLTOBB4QLzW3Ni,Pepas,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,84,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",73,"[""['latin"", 'hip', ""hop',"", ""'reggaeton',"", ""'trap"", ""latino',"", ""'urbano"", ""latino']""]",low,Neutral
Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d,Bad Habits,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,92,"['pop', 'uk pop']",86,"[""['pop',"", ""'uk"", ""pop']""]",high,Negative
Jaymes Young,1SOClUWhOi8vHZYMz3GluK,Infinity,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,71,"['indie poptimism', 'modern rock', 'pop']",83,"[""['indie"", ""poptimism',"", ""'modern"", ""rock',"", ""'pop']""]",low,Neutral
Coldplay,46HNZY1i7O6jwTA7Slo2PI,My Universe,0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006,89,"['permanent wave', 'pop']",82,"[""['permanent"", ""wave',"", ""'pop']""]",low,Neutral
Lauren Spencer Smith,5S9Zs5g9lTWnLIboN1pdlU,Fingers Crossed,0.603,0.473,5,-7.23,1,0.0511,0.616,0.0,0.31,0.446,109.494,70,"['alt z', 'gen z singer-songwriter', 'pop']",2,"[""['alt"", ""z',"", ""'gen"", 'z', ""singer-songwriter',"", ""'pop']""]",low,Neutral
Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,good 4 u,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,84,['pop'],86,"[""['pop']""]",high,Positive
The Weeknd,0mL82sxCRjrs3br407IdJh,Is There Someone Else?,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",86,"[""['canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'pop']""]",low,Neutral
The Weeknd,2SLwbpExuoBDZBpjfefCtV,Out of Time,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",82,"[""['canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'pop']""]",low,Neutral
Doja Cat,3DarAbFujv6eYNliUTyqtz,Kiss Me More (feat. SZA),0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,87,"['dance pop', 'pop']",81,"[""['dance"", ""pop',"", ""'pop']""]",high,Positive
Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,Need to Know,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,87,"['dance pop', 'pop']",81,"[""['dance"", ""pop',"", ""'pop']""]",low,Neutral
The Walters,4SqWKzw0CbA05TGszDgMlc,I Love You So,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,72,['chicago indie'],87,"[""['chicago"", ""indie']""]",high,Positive
Bad Bunny,2JPLbjOn0wPCngEot2STUS,Yonaguni,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,98,"['reggaeton', 'trap latino', 'urbano latino']",85,"[""['reggaeton',"", ""'trap"", ""latino',"", ""'urbano"", ""latino']""]",low,Neutral
CKay,2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,72,['afro r&b'],82,"[""['afro"", ""r&b']""]",high,Positive
Jessica Darrow,760jhRscwGbIIe1m1IIQpU,Surface Pressure,0.65,0.584,2,-8.286,1,0.307,0.0174,1.54e-06,0.042,0.37,180.088,59,[],75,['[]'],low,Neutral
The Weeknd,3KyKxJ4P3pVCgaZwaq2rUC,Gasoline,0.728,0.741,6,-7.075,0,0.0473,0.000582,0.00206,0.33,0.31,123.006,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",70,"[""['canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'pop']""]",low,Neutral
Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,81,"['lgbtq+ hip hop', 'pop']",83,"[""['lgbtq+"", 'hip', ""hop',"", ""'pop']""]",low,Neutral
Tiësto,18asYwWugKjjsihZ0YvRxO,The Motto,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,86,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",84,"[""['big"", ""room',"", ""'brostep',"", ""'dutch"", ""edm',"", ""'edm',"", ""'house',"", ""'pop"", ""dance',"", ""'slap"", ""house',"", ""'trance']""]",low,Neutral
Rauw Alejandro,6mmPpaltUZK7xjNlBPQQ0p,Desesperados,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,91,"['puerto rican pop', 'trap latino', 'urbano latino']",82,"[""['puerto"", 'rican', ""pop',"", ""'trap"", ""latino',"", ""'urbano"", ""latino']""]",low,Neutral
The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,85,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",91,"[""['modern"", 'alternative', ""rock',"", ""'modern"", ""rock',"", ""'pop',"", ""'shimmer"", ""pop']""]",low,Neutral
The Weeknd,2Ghp894n1laIf2w98VeAOJ,How Do I Make You Love Me?,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",71,"[""['canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'pop']""]",high,Positive
Tainy,4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,77,"['latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",82,"[""['latin"", 'hip', ""hop',"", ""'latin"", ""pop',"", ""'pop"", ""reggaeton',"", ""'reggaeton',"", ""'reggaeton"", ""flow',"", ""'trap"", ""latino',"", ""'urbano"", ""latino']""]",high,Negative
Swedish House Mafia,2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame (with The Weeknd),0.542,0.659,8,-7.289,1,0.0389,0.00279,0.0,0.105,0.109,120.122,77,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",17,"[""['dance"", ""pop',"", ""'edm',"", ""'electro"", ""house',"", ""'pop',"", ""'pop"", ""dance',"", ""'progressive"", 'electro', ""house']""]",low,Neutral
Adele,3Kkjo3cT83cw09VJyrLNwX,Oh My God,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,87,"['british soul', 'pop', 'pop soul', 'uk pop']",80,"[""['british"", ""soul',"", ""'pop',"", ""'pop"", ""soul',"", ""'uk"", ""pop']""]",low,Neutral
zzoilo,5TMLavqGRKNxgzMBrVpC9R,Mon Amour - Remix,0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,65,[],81,['[]'],low,Neutral
Post Malone,00Blm7zeNqgYLPtW6zg8cj,One Right Now (with The Weeknd),0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,89,"['dfw rap', 'melodic rap', 'rap']",78,"[""['dfw"", ""rap',"", ""'melodic"", ""rap',"", ""'rap']""]",high,Positive
Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,89,"['art pop', 'electropop', 'pop']",86,"[""['art"", ""pop',"", ""'electropop',"", ""'pop']""]",low,Neutral
BoyWithUke,2gQPv5jvVPqU2a9HhMNO1v,Toxic,0.594,0.612,8,-6.627,0,0.363,0.835,0.0,0.461,0.687,179.629,77,['sad rap'],76,"[""['sad"", ""rap']""]",low,Neutral
LISA,7hU3IHwjX150XLoTVmjD0q,MONEY,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,72,['k-pop'],78,"[""['k-pop']""]",low,Neutral
The Weeknd,2D4dV2KXDTszzJ3p3cFqhA,Less Than Zero,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,98,"['canadian contemporary r&b', 'canadian pop', 'pop']",79,"[""['canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'pop']""]",low,Negative
Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,traitor,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,84,['pop'],86,"[""['pop']""]",low,Neutral
Xamã,0NBgyml7T0IvUNbXIkcSpH,Malvadão 3,0.821,0.609,6,-6.541,0,0.268,0.378,0.0,0.136,0.516,133.133,77,"['brazilian hip hop', 'funk carioca', 'trap brasileiro']",71,"[""['brazilian"", 'hip', ""hop',"", ""'funk"", ""carioca',"", ""'trap"", ""brasileiro']""]",low,Neutral
The Neighbourhood,2K7xn816oNHJZ0aVqdQsha,Softcore,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,85,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",85,"[""['modern"", 'alternative', ""rock',"", ""'modern"", ""rock',"", ""'pop',"", ""'shimmer"", ""pop']""]",low,Neutral
Soft Q,7bZaYgGNjTPlRp3uQ7RapJ,No Idea Bass Boosted (Slowed),0.704,0.412,10,-13.672,0,0.0587,0.607,0.0427,0.165,0.509,108.842,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",high,Negative
Safenokk,5ugQHy8Q0wkFfV0tUQsDp4,P u t Y o u r H e a d O n M y S h o u l d e r x S t r e e t s,0.682,0.306,7,-14.874,1,0.127,0.103,0.000678,0.14,0.34,76.483,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Lykke Li,0dkvbYmXYEPK7gGMdytmfI,sex money feelings die - slowed version,0.797,0.44,5,-6.587,0,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,69,"['art pop', 'dance pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",73,"[""['art"", ""pop',"", ""'dance"", ""pop',"", ""'electropop',"", ""'pop',"", ""'swedish"", ""electropop',"", ""'swedish"", 'indie', ""pop',"", ""'swedish"", ""pop']""]",low,Neutral
Don Toliver,3PEwQ1uaMwg0ehoTeVm7Yq,No Idea - Dj Purpberry Chopped and Screwed,0.682,0.443,2,-10.787,0,0.0554,0.596,0.00539,0.266,0.582,99.891,85,"['rap', 'trap']",62,"[""['rap',"", ""'trap']""]",low,Neutral
Eduardo Luzquiños,4P4SPBLAqNLeK3MfqxNb0H,Without Me Slowed - Remix,0.673,0.496,7,-7.372,1,0.0383,0.242,0.0,0.0902,0.164,108.81,55,[],52,['[]'],low,Neutral
wanderoof,0LJoorgtlZc8DezeHR8ZqP,you broke me first - Slowed,0.619,0.307,1,-11.083,1,0.0469,0.727,0.0,0.1,0.0694,106.609,32,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",medium,Positive
Safenokk,2HjPIpLZ54SF9RLTej5yE2,streets. (sleepy remix),0.685,0.444,1,-11.285,1,0.0746,0.118,0.0104,0.257,0.364,149.447,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
itspoppin,6CudMiGE3zkRRouKi2tFMK,telepatia x streets - Slowed,0.695,0.41,10,-13.712,0,0.187,0.282,0.623,0.125,0.57,76.517,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Safenokk,0VcD8JDkrOpFZsRYMe3LY1,Papi Chulo Slowed - Remix,0.768,0.596,1,-8.316,1,0.0976,0.292,0.0,0.13,0.407,109.97,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Eduardo XD,2o2OKvgeAjTNKTFwlICgWN,Confident Slowed Reverb - Remix,0.777,0.522,10,-6.668,0,0.0624,0.0743,0.0,0.129,0.935,120.582,45,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",high,Positive
Safenokk,3TFjemKDMO9JKXSAoJGsVk,often x sweater weather,0.378,0.599,6,-13.043,0,0.113,0.369,0.293,0.427,0.238,129.968,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Khlaw,4dYJvpAwxPJjSzADnkigS6,No Guidance - Slowed,0.608,0.68,9,-7.646,1,0.112,0.47,0.0,0.216,0.327,73.846,5,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Cummrs,14qxDnXuAO9Nkgy6LynUvR,Blinding Lights - Slowed,0.709,0.752,9,-6.496,1,0.249,0.343,0.000203,0.108,0.57,136.771,48,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
DJ Covy,6TxPPqUWt8JmGRWMgSu0Ws,D a d d y I s s u e s,0.497,0.395,6,-11.725,1,0.0419,0.0878,0.551,0.108,0.232,117.718,33,"['lo-fi chill', 'sad lo-fi', 'slowed and reverb']",0,"[""['lo-fi"", ""chill',"", ""'sad"", ""lo-fi',"", ""'slowed"", 'and', ""reverb']""]",low,Neutral
Eduardo Luzquiños,6VmwgeXXsT9wEDqtX9wJAO,Deep End - Remix,0.479,0.504,9,-11.839,1,0.285,0.7,0.0,0.189,0.339,105.206,55,[],48,['[]'],high,Neutral
MidnightDrives,33ItDQz3j447Epl427lcu8,F a n t a s y T a l k i n g t o t h e M o o n,0.761,0.326,1,-11.876,1,0.0383,0.325,0.0,0.322,0.0958,125.798,46,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
DJ Drobitussin,38ZJiJukhOF6AcO6uWGDcv,Birthday Sex - Chopped and Screwed,0.646,0.41,10,-10.329,0,0.0347,0.591,0.0,0.392,0.178,96.734,29,"['chopped and screwed', 'houston rap']",32,"[""['chopped"", 'and', ""screwed',"", ""'houston"", ""rap']""]",low,Neutral
89ine,2Wp8cVfQ9g9Fl1e6MDxXSG,Sweater Weather (Lofi Remix),0.603,0.296,0,-16.694,0,0.0424,0.103,0.235,0.106,0.076,96.018,29,"['lo-fi cover', 'sad lo-fi']",38,"[""['lo-fi"", ""cover',"", ""'sad"", ""lo-fi']""]",low,Neutral
CedanVibe,2Hj3UANrsXGTClQlBSyIyj,D a i s y S l o w e d,0.808,0.302,4,-16.705,0,0.119,0.157,0.0,0.309,0.537,108.161,37,['slowed and reverb'],42,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
MidnightDrives,0c8UwWrBOgAQEzzwSMUYJs,Freak but When It Ends It's Not Streets,0.681,0.676,8,-5.717,1,0.0387,0.108,0.0,0.748,0.461,107.634,46,['slowed and reverb'],44,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Red Cee,2NHeGA0RnsaqEgUsZRVoWV,Heartbreak Anniversary (Slowed),0.596,0.402,0,-10.359,1,0.0438,0.604,1.18e-06,0.112,0.422,108.162,1,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Machine Time,3Nq6CDw8Gdo7z1SJfOyySg,roxanne (slowed + reverb) - Slowed,0.742,0.601,1,-10.335,1,0.207,0.186,0.0,0.382,0.689,143.555,27,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Aji Studio,6Fsfqmxcyq8qHr9T0JUciG,Kiss Me More (Slowed),0.556,0.555,11,-16.515,0,0.0356,0.758,0.118,0.108,0.394,81.401,20,[],0,['[]'],high,Positive
Khlaw,07qHWMgKWYulwPHsTU18ba,Motive X - Promiscuous Mix,0.786,0.764,0,-12.556,1,0.0478,0.00584,1.32e-05,0.376,0.789,112.005,5,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Don Toliver,2xW046pTqKldun5rxhpdvG,No Idea - CHOPNOTSLOP REMIX,0.647,0.628,10,-6.797,0,0.128,0.647,0.000642,0.169,0.469,107.151,85,"['rap', 'trap']",42,"[""['rap',"", ""'trap']""]",low,Neutral
MidnightDrives,2tp9qlqL0uXQOsPXExs4fs,T a l k i n g t o t h e P l a y D a t e,0.591,0.475,7,-9.681,0,0.0289,0.474,0.0,0.685,0.428,94.807,46,['slowed and reverb'],47,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Eduardo Luzquiños,0qYJLuhOooeTMk6X1icQQC,Adderall Slowed - Remix,0.871,0.364,1,-13.598,1,0.161,0.136,0.0,0.162,0.606,119.922,55,[],32,['[]'],low,Neutral
Slowed World,2aJzUHP34j2IOwCULnLwSq,34+35 - Slowed Remix,0.763,0.674,2,-5.319,1,0.141,0.134,0.0,0.355,0.54,93.483,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Hairy Potter,42o8pERqCQCTUmNShFIPp0,Infinityy - Slowed,0.648,0.543,0,-11.095,0,0.0382,0.452,0.00184,0.319,0.261,97.865,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Eduardo Luzquiños,3hPFsf6H4Fahlx0v7tL60P,Bank Account Slowed - Remix,0.847,0.446,0,-11.31,0,0.0578,0.051,0.182,0.17,0.383,123.998,55,[],54,['[]'],low,Neutral
Sqweezey,4Rs00jcXAkXFIlr0f1Tvbl,Often Slowed - Slowed,0.542,0.258,2,-4.272,0,0.0682,0.266,0.413,0.0906,0.131,94.486,29,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Rising6,76mScD6FU5JbeYKgdDjCCZ,Woman - Slowed Version,0.643,0.602,10,-10.135,0,0.0746,0.0191,0.00135,0.092,0.543,168.497,23,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
dTT,0NHUNHB2nf1OLfkSeOampE,love nwantiti - slowed + reverb,0.6,0.757,2,-8.505,0,0.299,0.616,0.00605,0.111,0.398,166.866,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",high,Positive
FiloChill,7M933CBt5jHL6m4v2wqBrJ,D u s k T i l l D a w n (slowed reverb),0.333,0.314,6,-12.929,0,0.0374,0.48,0.00147,0.235,0.0579,143.28,52,['slowed and reverb'],58,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Slim K,22SqSJHQlbouKLT96oN8nE,I Aint Got No Type (Chopped Not Slopped),0.671,0.403,10,-9.409,0,0.183,0.0291,5.37e-05,0.447,0.179,97.246,29,['chopped and screwed'],29,"[""['chopped"", 'and', ""screwed']""]",low,Neutral
Fuho,4FsdsypI96uoWuJmG6lwPm,White Tee (Slowed & Remixed),0.791,0.23,8,-14.355,0,0.0377,0.237,0.482,0.0947,0.304,108.766,15,['slowed and reverb'],31,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Cozy Soundz,3z50KJ8BAHkqDARdJfsAbm,Arcade(Slowed),0.31,0.163,6,-22.099,0,0.0555,0.839,0.009,0.145,0.238,122.217,8,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
